userid,version,sum_gamerounds,retention_1,retention_7,Retention,NewRetention,group
15970,gate_40,16,True,False,0,True-False,B
16096,gate_40,0,False,False,0,False-False,B
16145,gate_40,7,False,False,0,False-False,B
16180,gate_30,5,False,False,0,False-False,A
16224,gate_40,0,False,False,0,False-False,B
16454,gate_40,11,False,False,0,False-False,B
16504,gate_40,0,False,False,0,False-False,B
16506,gate_30,4,True,False,0,True-False,A
16638,gate_40,51,True,False,0,True-False,B
16696,gate_40,5,False,False,0,False-False,B
17085,gate_40,33,False,False,0,False-False,B
17167,gate_30,21,False,False,0,False-False,A
17270,gate_30,49,True,False,0,True-False,A
17422,gate_40,2,False,False,0,False-False,B
17461,gate_30,1,False,False,0,False-False,A
17477,gate_30,46,True,True,1,True-True,A
17506,gate_40,127,True,True,1,True-True,B
17554,gate_30,1,False,False,0,False-False,A
17814,gate_30,14,False,False,0,False-False,A
17903,gate_40,17,False,False,0,False-False,B
17947,gate_30,104,True,True,1,True-True,A
17995,gate_30,6,False,False,0,False-False,A
18013,gate_40,21,True,False,0,True-False,B
18213,gate_40,36,True,False,0,True-False,B
18235,gate_30,8,False,False,0,False-False,A
18374,gate_40,53,True,False,0,True-False,B
18731,gate_30,1,False,False,0,False-False,A
18756,gate_30,38,True,True,1,True-True,A
18778,gate_30,13,False,False,0,False-False,A
18827,gate_30,20,True,False,0,True-False,A
18849,gate_40,74,True,True,1,True-True,B
18993,gate_40,25,True,False,0,True-False,B
19077,gate_30,11,False,False,0,False-False,A
19091,gate_40,1,False,False,0,False-False,B
19474,gate_40,2,False,False,0,False-False,B
19490,gate_30,72,True,False,0,True-False,A
19529,gate_40,22,False,False,0,False-False,B
19537,gate_40,2,False,False,0,False-False,B
19593,gate_40,18,False,False,0,False-False,B
19673,gate_40,4,False,False,0,False-False,B
19721,gate_40,18,False,False,0,False-False,B
19728,gate_40,79,True,True,1,True-True,B
19746,gate_30,65,False,True,0,False-True,A
19896,gate_40,13,True,False,0,True-False,B
19993,gate_30,5,True,False,0,True-False,A
20005,gate_30,4,False,False,0,False-False,A
20052,gate_30,8,False,False,0,False-False,A
20136,gate_30,0,False,False,0,False-False,A
20358,gate_40,19,False,True,0,False-True,B
20365,gate_40,6,False,False,0,False-False,B
20465,gate_30,108,True,False,0,True-False,A
20489,gate_40,2,False,False,0,False-False,B
20587,gate_40,26,False,False,0,False-False,B
20591,gate_40,2,True,False,0,True-False,B
20721,gate_40,99,False,True,0,False-True,B
20763,gate_30,10,False,False,0,False-False,A
20790,gate_40,5,True,False,0,True-False,B
20832,gate_30,13,True,False,0,True-False,A
20940,gate_40,1,False,False,0,False-False,B
21072,gate_40,16,False,False,0,False-False,B
21130,gate_40,1,False,False,0,False-False,B
21137,gate_40,91,True,False,0,True-False,B
21228,gate_40,149,True,True,1,True-True,B
21408,gate_30,20,True,False,0,True-False,A
21442,gate_40,68,True,False,0,True-False,B
21755,gate_40,12,False,True,0,False-True,B
22069,gate_40,7,False,False,0,False-False,B
22082,gate_40,3,False,False,0,False-False,B
22167,gate_40,277,True,True,1,True-True,B
22299,gate_40,493,True,True,1,True-True,B
22398,gate_30,4,False,False,0,False-False,A
22486,gate_40,3,False,False,0,False-False,B
22676,gate_40,8,False,False,0,False-False,B
22919,gate_40,1,False,False,0,False-False,B
22935,gate_30,274,True,True,1,True-True,A
22972,gate_30,17,False,False,0,False-False,A
23023,gate_40,32,False,True,0,False-True,B
23026,gate_40,1,False,False,0,False-False,B
23084,gate_40,85,True,True,1,True-True,B
23094,gate_40,12,False,False,0,False-False,B
23126,gate_40,1,False,False,0,False-False,B
23270,gate_30,8,False,False,0,False-False,A
23333,gate_30,9,False,False,0,False-False,A
23374,gate_30,8,True,False,0,True-False,A
23525,gate_40,191,True,True,1,True-True,B
23702,gate_40,115,True,False,0,True-False,B
23748,gate_40,45,True,False,0,True-False,B
24036,gate_40,15,False,False,0,False-False,B
24222,gate_30,134,True,True,1,True-True,A
24302,gate_40,19,True,False,0,True-False,B
24328,gate_30,2,False,False,0,False-False,A
24382,gate_30,22,True,False,0,True-False,A
24397,gate_30,6,False,False,0,False-False,A
24981,gate_40,18,False,False,0,False-False,B
25047,gate_30,0,False,False,0,False-False,A
25281,gate_30,0,False,False,0,False-False,A
25293,gate_40,12,False,False,0,False-False,B
25332,gate_30,152,True,True,1,True-True,A
25466,gate_40,2,False,False,0,False-False,B
25903,gate_30,8,True,False,0,True-False,A
25941,gate_40,73,True,False,0,True-False,B
25958,gate_30,0,False,False,0,False-False,A
26083,gate_30,100,True,True,1,True-True,A
26243,gate_40,250,True,True,1,True-True,B
26253,gate_30,10,False,False,0,False-False,A
26466,gate_40,13,True,False,0,True-False,B
26502,gate_30,147,True,True,1,True-True,A
26586,gate_30,391,True,False,0,True-False,A
27135,gate_30,18,False,False,0,False-False,A
27163,gate_40,23,False,False,0,False-False,B
27605,gate_30,19,True,False,0,True-False,A
27693,gate_30,4,False,False,0,False-False,A
27754,gate_30,14,False,False,0,False-False,A
27759,gate_30,61,True,True,1,True-True,A
27849,gate_40,61,True,False,0,True-False,B
27851,gate_40,75,True,False,0,True-False,B
27979,gate_30,75,False,False,0,False-False,A
28025,gate_30,57,True,False,0,True-False,A
28091,gate_30,35,True,False,0,True-False,A
28123,gate_30,9,False,False,0,False-False,A
28332,gate_30,13,False,False,0,False-False,A
28405,gate_30,1,False,False,0,False-False,A
28433,gate_30,20,False,False,0,False-False,A
28497,gate_40,77,True,True,1,True-True,B
29185,gate_40,3,False,False,0,False-False,B
29311,gate_40,7,False,False,0,False-False,B
29317,gate_40,6,False,False,0,False-False,B
29455,gate_30,51,True,True,1,True-True,A
29522,gate_40,197,False,True,0,False-True,B
29658,gate_30,2,False,False,0,False-False,A
29677,gate_40,22,False,False,0,False-False,B
29753,gate_40,69,True,False,0,True-False,B
29861,gate_40,4,False,False,0,False-False,B
29999,gate_30,260,True,True,1,True-True,A
30039,gate_40,20,False,False,0,False-False,B
30059,gate_30,4,False,False,0,False-False,A
30274,gate_30,7,True,False,0,True-False,A
30277,gate_30,0,False,False,0,False-False,A
30343,gate_30,8,True,True,1,True-True,A
30348,gate_30,48,True,True,1,True-True,A
30594,gate_40,15,True,False,0,True-False,B
30631,gate_30,61,False,True,0,False-True,A
30868,gate_30,1,False,False,0,False-False,A
30928,gate_30,12,True,False,0,True-False,A
31073,gate_30,270,True,True,1,True-True,A
31151,gate_30,59,False,False,0,False-False,A
31200,gate_30,141,True,False,0,True-False,A
31214,gate_30,53,False,True,0,False-True,A
31222,gate_40,20,False,False,0,False-False,B
31638,gate_40,16,False,False,0,False-False,B
31691,gate_30,0,False,False,0,False-False,A
31812,gate_30,37,True,False,0,True-False,A
31903,gate_30,467,True,True,1,True-True,A
32292,gate_40,25,False,False,0,False-False,B
32403,gate_40,2,True,False,0,True-False,B
32569,gate_40,4,False,False,0,False-False,B
32595,gate_40,11,True,False,0,True-False,B
32642,gate_30,40,False,False,0,False-False,A
32730,gate_30,9,False,False,0,False-False,A
32942,gate_40,11,True,True,1,True-True,B
33097,gate_30,12,False,False,0,False-False,A
33126,gate_30,6,False,False,0,False-False,A
33189,gate_40,9,True,False,0,True-False,B
33274,gate_40,4,False,False,0,False-False,B
33316,gate_40,18,True,False,0,True-False,B
33445,gate_30,77,False,True,0,False-True,A
33489,gate_30,4,False,False,0,False-False,A
33639,gate_40,45,True,False,0,True-False,B
33703,gate_40,43,True,False,0,True-False,B
33794,gate_30,3,False,False,0,False-False,A
33954,gate_40,30,True,False,0,True-False,B
33967,gate_30,33,True,True,1,True-True,A
34016,gate_40,47,True,False,0,True-False,B
34022,gate_40,72,False,True,0,False-True,B
34027,gate_40,16,False,False,0,False-False,B
34076,gate_40,2,False,False,0,False-False,B
34447,gate_40,93,True,True,1,True-True,B
34469,gate_30,222,True,True,1,True-True,A
34597,gate_40,334,True,True,1,True-True,B
34647,gate_40,8,False,False,0,False-False,B
34706,gate_30,29,True,False,0,True-False,A
34842,gate_40,27,True,False,0,True-False,B
34859,gate_30,16,False,False,0,False-False,A
34906,gate_30,10,True,False,0,True-False,A
34942,gate_40,8,False,False,0,False-False,B
35027,gate_40,58,True,False,0,True-False,B
35056,gate_30,84,True,False,0,True-False,A
35156,gate_30,1,False,False,0,False-False,A
35458,gate_40,56,False,False,0,False-False,B
35460,gate_30,43,True,False,0,True-False,A
35730,gate_30,50,True,False,0,True-False,A
35837,gate_30,23,True,False,0,True-False,A
35886,gate_30,5,False,False,0,False-False,A
35922,gate_30,21,True,False,0,True-False,A
36003,gate_30,48,True,False,0,True-False,A
36047,gate_40,85,True,True,1,True-True,B
36077,gate_30,13,True,False,0,True-False,A
36279,gate_30,41,True,False,0,True-False,A
36280,gate_30,5,False,False,0,False-False,A
36298,gate_40,1,False,False,0,False-False,B
36356,gate_30,303,True,True,1,True-True,A
36513,gate_40,18,True,False,0,True-False,B
36560,gate_40,48,True,False,0,True-False,B
36622,gate_30,4,True,False,0,True-False,A
36664,gate_40,51,False,True,0,False-True,B
36673,gate_30,5,False,False,0,False-False,A
36761,gate_40,134,True,True,1,True-True,B
36887,gate_40,11,True,False,0,True-False,B
36921,gate_30,3,False,False,0,False-False,A
36997,gate_40,9,True,False,0,True-False,B
37155,gate_40,3,False,False,0,False-False,B
37303,gate_30,177,True,True,1,True-True,A
37366,gate_40,11,True,False,0,True-False,B
37461,gate_40,20,False,True,0,False-True,B
37740,gate_30,39,True,True,1,True-True,A
37823,gate_30,12,True,False,0,True-False,A
37872,gate_30,12,True,False,0,True-False,A
37994,gate_40,2,False,False,0,False-False,B
38151,gate_30,9,True,False,0,True-False,A
38232,gate_30,216,True,True,1,True-True,A
38249,gate_40,30,True,False,0,True-False,B
38292,gate_30,9,False,False,0,False-False,A
39069,gate_30,227,False,False,0,False-False,A
39382,gate_30,0,False,False,0,False-False,A
39494,gate_30,87,True,False,0,True-False,A
39531,gate_30,71,True,False,0,True-False,A
39774,gate_40,567,True,True,1,True-True,B
39902,gate_40,13,True,False,0,True-False,B
39932,gate_30,55,True,True,1,True-True,A
39993,gate_40,14,False,False,0,False-False,B
40233,gate_40,78,True,False,0,True-False,B
40292,gate_30,1,False,False,0,False-False,A
40359,gate_30,3,False,False,0,False-False,A
40378,gate_30,552,True,True,1,True-True,A
40427,gate_30,96,True,False,0,True-False,A
40566,gate_30,2,False,False,0,False-False,A
40593,gate_30,12,True,True,1,True-True,A
40630,gate_40,99,True,False,0,True-False,B
40653,gate_30,107,True,False,0,True-False,A
40687,gate_30,12,False,False,0,False-False,A
40749,gate_40,2,False,False,0,False-False,B
40812,gate_40,2,False,False,0,False-False,B
41112,gate_30,4,False,False,0,False-False,A
41192,gate_30,28,False,False,0,False-False,A
41378,gate_40,9,False,False,0,False-False,B
41795,gate_30,136,True,True,1,True-True,A
41842,gate_40,15,False,False,0,False-False,B
41934,gate_40,8,False,False,0,False-False,B
41988,gate_40,1,False,False,0,False-False,B
42077,gate_30,12,True,False,0,True-False,A
42316,gate_30,6,False,False,0,False-False,A
42407,gate_30,45,False,True,0,False-True,A
42457,gate_30,12,False,False,0,False-False,A
42688,gate_40,13,False,False,0,False-False,B
42703,gate_30,9,True,False,0,True-False,A
42758,gate_40,11,True,False,0,True-False,B
42994,gate_40,113,True,True,1,True-True,B
43091,gate_30,6,True,False,0,True-False,A
43368,gate_40,32,False,False,0,False-False,B
43644,gate_30,17,True,False,0,True-False,A
43744,gate_30,141,True,False,0,True-False,A
43757,gate_30,28,False,False,0,False-False,A
44400,gate_40,95,True,False,0,True-False,B
44493,gate_40,339,True,True,1,True-True,B
44498,gate_30,24,True,False,0,True-False,A
44591,gate_30,5,False,False,0,False-False,A
44670,gate_30,6,False,False,0,False-False,A
44751,gate_30,10,False,False,0,False-False,A
44780,gate_30,9,False,False,0,False-False,A
44910,gate_40,6,False,False,0,False-False,B
45066,gate_30,85,True,False,0,True-False,A
45083,gate_40,54,False,False,0,False-False,B
45167,gate_30,19,False,False,0,False-False,A
45694,gate_40,6,True,False,0,True-False,B
45698,gate_30,452,True,True,1,True-True,A
45753,gate_30,26,True,False,0,True-False,A
45813,gate_40,12,True,False,0,True-False,B
45895,gate_40,2,True,False,0,True-False,B
45896,gate_40,11,True,False,0,True-False,B
45952,gate_40,3,False,False,0,False-False,B
46007,gate_30,6,False,False,0,False-False,A
46022,gate_40,7,False,False,0,False-False,B
46347,gate_30,57,False,False,0,False-False,A
46472,gate_40,16,False,False,0,False-False,B
46576,gate_30,15,False,False,0,False-False,A
46624,gate_40,148,True,True,1,True-True,B
46629,gate_40,57,True,False,0,True-False,B
46746,gate_40,3,True,False,0,True-False,B
46806,gate_30,163,True,True,1,True-True,A
46919,gate_40,47,True,False,0,True-False,B
46938,gate_30,54,False,False,0,False-False,A
47377,gate_40,2,False,False,0,False-False,B
47816,gate_30,220,True,True,1,True-True,A
47822,gate_40,63,True,True,1,True-True,B
47990,gate_40,25,True,False,0,True-False,B
48016,gate_30,0,False,False,0,False-False,A
48116,gate_30,1,False,False,0,False-False,A
48130,gate_30,2,False,False,0,False-False,A
48201,gate_40,84,True,True,1,True-True,B
48631,gate_40,60,False,False,0,False-False,B
48658,gate_30,216,True,True,1,True-True,A
48677,gate_40,17,True,False,0,True-False,B
48942,gate_30,290,True,True,1,True-True,A
48990,gate_40,3,False,False,0,False-False,B
49147,gate_40,24,True,False,0,True-False,B
49311,gate_40,5,False,False,0,False-False,B
49330,gate_30,18,False,False,0,False-False,A
49373,gate_30,5,False,False,0,False-False,A
49600,gate_30,20,False,False,0,False-False,A
49811,gate_40,9,True,False,0,True-False,B
49995,gate_40,15,True,False,0,True-False,B
50011,gate_40,4,False,False,0,False-False,B
50158,gate_40,87,True,True,1,True-True,B
50237,gate_40,86,True,False,0,True-False,B
50339,gate_40,0,False,False,0,False-False,B
50386,gate_40,4,False,False,0,False-False,B
50547,gate_30,356,False,False,0,False-False,A
50665,gate_30,10,True,False,0,True-False,A
50686,gate_40,3,False,True,0,False-True,B
50688,gate_30,0,False,False,0,False-False,A
50794,gate_40,0,False,False,0,False-False,B
50811,gate_30,3,False,False,0,False-False,A
50850,gate_30,34,True,True,1,True-True,A
51155,gate_30,34,False,False,0,False-False,A
51267,gate_30,0,False,False,0,False-False,A
51295,gate_30,117,True,True,1,True-True,A
51310,gate_30,23,False,True,0,False-True,A
51430,gate_30,34,True,False,0,True-False,A
51636,gate_40,8,False,False,0,False-False,B
51641,gate_40,20,True,False,0,True-False,B
51823,gate_40,54,True,True,1,True-True,B
51894,gate_30,4,False,False,0,False-False,A
51970,gate_40,76,False,True,0,False-True,B
52100,gate_40,55,True,False,0,True-False,B
52177,gate_40,3,False,False,0,False-False,B
52271,gate_40,2,False,False,0,False-False,B
52357,gate_30,22,True,False,0,True-False,A
52420,gate_30,15,True,True,1,True-True,A
52636,gate_40,3,False,False,0,False-False,B
53149,gate_40,4,False,False,0,False-False,B
53373,gate_40,298,True,True,1,True-True,B
53393,gate_30,338,True,True,1,True-True,A
53450,gate_40,1,False,False,0,False-False,B
53464,gate_40,12,False,False,0,False-False,B
53470,gate_40,7,False,False,0,False-False,B
53597,gate_40,5,False,False,0,False-False,B
53638,gate_30,16,False,False,0,False-False,A
53763,gate_30,9,True,False,0,True-False,A
53935,gate_40,4,False,False,0,False-False,B
53996,gate_40,115,True,True,1,True-True,B
54069,gate_30,170,True,True,1,True-True,A
54162,gate_30,174,True,True,1,True-True,A
54178,gate_30,21,False,False,0,False-False,A
54244,gate_40,4,False,False,0,False-False,B
54256,gate_40,6,False,False,0,False-False,B
54403,gate_30,6,False,False,0,False-False,A
54580,gate_30,22,False,False,0,False-False,A
54617,gate_40,12,False,False,0,False-False,B
54680,gate_40,2,False,False,0,False-False,B
54681,gate_40,2,False,False,0,False-False,B
54754,gate_30,70,True,False,0,True-False,A
54776,gate_30,0,False,False,0,False-False,A
54975,gate_30,3,False,False,0,False-False,A
55139,gate_30,25,False,False,0,False-False,A
55213,gate_40,141,True,True,1,True-True,B
55250,gate_40,47,True,True,1,True-True,B
55480,gate_30,1,False,False,0,False-False,A
55621,gate_30,32,False,False,0,False-False,A
56116,gate_40,3,False,False,0,False-False,B
56237,gate_40,10,False,False,0,False-False,B
56269,gate_30,2,False,False,0,False-False,A
56294,gate_40,2,True,False,0,True-False,B
56446,gate_30,15,False,False,0,False-False,A
56496,gate_40,543,True,True,1,True-True,B
56522,gate_30,10,False,False,0,False-False,A
56587,gate_40,54,True,False,0,True-False,B
56815,gate_30,202,True,True,1,True-True,A
56895,gate_40,2,False,False,0,False-False,B
56997,gate_40,41,False,False,0,False-False,B
57149,gate_30,15,False,False,0,False-False,A
57321,gate_30,54,False,False,0,False-False,A
57334,gate_40,5,True,False,0,True-False,B
57339,gate_40,22,True,False,0,True-False,B
57369,gate_40,399,True,True,1,True-True,B
57401,gate_30,13,True,False,0,True-False,A
57429,gate_40,29,True,False,0,True-False,B
57516,gate_30,38,True,True,1,True-True,A
57833,gate_40,0,False,False,0,False-False,B
58180,gate_40,19,True,False,0,True-False,B
58189,gate_30,23,False,False,0,False-False,A
58289,gate_30,237,True,True,1,True-True,A
58394,gate_40,25,True,False,0,True-False,B
58592,gate_40,85,True,False,0,True-False,B
58700,gate_30,0,False,False,0,False-False,A
58768,gate_30,11,False,False,0,False-False,A
58813,gate_40,1,False,False,0,False-False,B
59164,gate_30,7,True,False,0,True-False,A
59395,gate_30,33,True,True,1,True-True,A
59531,gate_30,18,False,False,0,False-False,A
60035,gate_40,14,False,False,0,False-False,B
60103,gate_40,18,False,False,0,False-False,B
60160,gate_40,11,True,False,0,True-False,B
60410,gate_40,26,True,False,0,True-False,B
60424,gate_30,6,False,False,0,False-False,A
60619,gate_40,65,True,False,0,True-False,B
60929,gate_40,16,True,False,0,True-False,B
60956,gate_40,17,False,False,0,False-False,B
60984,gate_30,139,False,True,0,False-True,A
61104,gate_30,0,False,False,0,False-False,A
61245,gate_30,24,True,False,0,True-False,A
61462,gate_30,23,False,False,0,False-False,A
61563,gate_30,7,False,False,0,False-False,A
61595,gate_40,29,False,False,0,False-False,B
61609,gate_30,4,False,False,0,False-False,A
61651,gate_30,3,False,False,0,False-False,A
61952,gate_30,19,False,False,0,False-False,A
61979,gate_30,2,False,False,0,False-False,A
62084,gate_30,12,False,False,0,False-False,A
62145,gate_40,1,False,False,0,False-False,B
62206,gate_30,0,False,False,0,False-False,A
62434,gate_30,6,False,False,0,False-False,A
62437,gate_40,5,False,False,0,False-False,B
62566,gate_40,67,True,False,0,True-False,B
62700,gate_40,36,True,True,1,True-True,B
62704,gate_40,2,False,False,0,False-False,B
62879,gate_30,1,False,False,0,False-False,A
63001,gate_40,33,True,False,0,True-False,B
63335,gate_30,9,True,False,0,True-False,A
63370,gate_30,179,True,True,1,True-True,A
63473,gate_30,1,False,False,0,False-False,A
63478,gate_30,202,True,True,1,True-True,A
63480,gate_30,9,True,False,0,True-False,A
63555,gate_40,43,False,False,0,False-False,B
63766,gate_30,6,False,False,0,False-False,A
63786,gate_40,22,False,False,0,False-False,B
63832,gate_30,1,False,False,0,False-False,A
63889,gate_30,9,True,True,1,True-True,A
63962,gate_30,4,True,False,0,True-False,A
64052,gate_30,1,False,False,0,False-False,A
64224,gate_40,15,False,True,0,False-True,B
64235,gate_30,1,False,False,0,False-False,A
64309,gate_40,125,True,False,0,True-False,B
64643,gate_40,24,False,False,0,False-False,B
64646,gate_40,1,False,True,0,False-True,B
64792,gate_30,269,True,False,0,True-False,A
64849,gate_40,31,True,False,0,True-False,B
64930,gate_30,510,True,False,0,True-False,A
64944,gate_40,62,False,False,0,False-False,B
65032,gate_40,5,False,False,0,False-False,B
65452,gate_30,16,False,False,0,False-False,A
65482,gate_40,10,False,False,0,False-False,B
65511,gate_30,4,False,False,0,False-False,A
66120,gate_40,28,False,False,0,False-False,B
66509,gate_30,46,True,False,0,True-False,A
66677,gate_40,1,False,False,0,False-False,B
66713,gate_40,4,False,False,0,False-False,B
66947,gate_40,13,True,False,0,True-False,B
67078,gate_30,9,False,False,0,False-False,A
67122,gate_30,18,False,False,0,False-False,A
67190,gate_40,15,False,False,0,False-False,B
67193,gate_40,1,False,False,0,False-False,B
67234,gate_30,3,False,False,0,False-False,A
67387,gate_30,12,False,False,0,False-False,A
67654,gate_40,8,False,False,0,False-False,B
67829,gate_40,0,False,False,0,False-False,B
